age,tenure_months,monthly_spend,num_transactions,last_login_days,support_tickets,is_active,total_spend,avg_transaction_value,gender_Male,country_India,country_UK,country_US,payment_method_Crypto,payment_method_PayPal,spend_per_transaction,activity_score,engagement_ratio,high_spender_flag,frequent_user_flag,customer_value_score,recency_frequency_ratio,target_churn
46,44,68.42662501081229,73,14,4,1,3010.7715004757406,40.68610135778028,False,False,False,True,False,False,40.68610135778028,1.6222222222222222,0.3111111111111111,0,1,4884.14043410509,0.1891891891891892,0
62,28,73.32666024607545,84,3,6,1,2053.146486890113,24.154664551648384,True,False,False,True,True,False,24.154664551648388,2.896551724137931,0.10344827586206896,0,1,5947.044996509292,0.03529411764705882,0
25,53,377.663719279232,31,23,8,1,20016.177121799297,625.505535056228,False,True,False,False,False,True,625.505535056228,0.5740740740740741,0.42592592592592593,1,0,11490.768347699595,0.71875,1
56,58,87.09039732487736,12,5,3,0,5051.243044842887,388.55715729560666,False,False,False,False,True,False,388.55715729560666,0.2033898305084746,0.0847457627118644,0,0,1027.3714667477059,0.38461538461538464,0
57,22,137.44937029917082,44,14,8,1,3023.886146581758,67.19746992403907,True,True,False,False,True,False,67.19746992403907,1.9130434782608696,0.6086956521739131,0,0,5784.8256717216245,0.3111111111111111,1
26,18,233.0800150623391,24,19,0,1,4195.440271122104,167.81761084488414,False,True,False,False,False,False,167.81761084488414,1.263157894736842,1.0,0,0,5299.503500364762,0.76,0
18,24,93.9949038201639,87,21,8,1,2255.8776916839333,25.634973769135605,True,True,False,False,False,True,25.634973769135605,3.48,0.84,0,1,7850.454367060089,0.23863636363636365,0
56,57,283.27212115957974,10,14,8,0,16146.510906096046,1467.8646278269132,True,False,False,False,True,False,1467.8646278269132,0.1724137931034483,0.2413793103448276,1,0,2783.881190706215,1.2727272727272727,0
39,36,219.05127399957743,20,29,2,1,7885.845863984789,375.5164697135614,True,False,True,False,False,True,375.5164697135614,0.5405405405405406,0.7837837837837838,1,0,4262.619385937724,1.380952380952381,0
53,34,290.3350843751174,39,11,6,1,9871.392868753992,246.7848217188498,True,False,False,True,False,True,246.7848217188498,1.1142857142857143,0.3142857142857143,1,0,10999.552053754447,0.275,0
44,22,411.2355155276528,25,23,5,0,9047.18134160836,347.9685131387831,False,False,False,False,True,False,347.9685131387831,1.0869565217391304,1.0,1,0,9833.892762617783,0.8846153846153846,0
43,34,184.30749671720943,64,7,7,1,6266.454888385122,96.40699828284804,False,True,False,False,False,False,96.40699828284804,1.8285714285714285,0.2,1,1,11458.660367332795,0.1076923076923077,0
45,40,314.3760064841114,60,8,5,0,12575.040259364454,206.14820097318776,True,False,False,True,False,False,206.14820097318778,1.4634146341463414,0.1951219512195122,1,1,18402.497940533347,0.13114754098360656,1
40,3,81.55037470581158,92,1,0,1,244.65112411743476,2.630657248574567,False,False,False,False,False,False,2.6306572485745674,23.0,0.25,0,1,5626.975854701,0.010752688172043012,0
60,50,158.46000820070162,80,4,9,0,7923.000410035082,97.81481987697632,True,False,True,False,True,False,97.81481987697632,1.5686274509803921,0.0784313725490196,1,1,12428.235937309932,0.04938271604938271,0
50,34,35.45428260192169,10,29,8,0,1205.4456084653375,109.58596440593978,True,False,False,False,True,False,109.58596440593978,0.2857142857142857,0.8285714285714286,0,0,344.41303099009644,2.6363636363636362,1
23,8,347.82292097056984,23,27,2,1,2782.5833677645587,115.9409736568566,False,False,True,False,False,False,115.94097365685661,2.5555555555555554,3.0,0,0,7111.046384287206,1.125,0
66,26,114.87093493741536,39,16,7,0,2986.6443083727995,74.66610770931999,True,False,False,True,True,False,74.66610770931999,1.4444444444444444,0.5925925925925926,0,0,4314.04177876071,0.4,0
31,17,410.96382470265513,6,25,7,0,6986.385019945137,998.0550028493052,True,False,False,True,True,False,998.0550028493053,0.3333333333333333,1.3888888888888888,1,0,2328.795006648379,3.5714285714285716,0
53,4,341.878424396929,19,17,2,1,1367.513697587716,68.3756848793858,False,False,False,True,False,True,68.3756848793858,3.8,3.4,0,0,5196.552050833321,0.85,0
49,29,315.57910351045973,66,3,7,1,9151.794001803331,136.59394032542286,True,True,False,False,True,False,136.59394032542286,2.2,0.1,1,1,20133.94680396733,0.04477611940298507,0
25,11,445.42195748067184,35,28,0,0,4899.64153228739,136.1011536746497,False,True,False,False,False,True,136.1011536746497,2.9166666666666665,2.3333333333333335,0,0,14290.62113583822,0.7777777777777778,0
31,28,38.31373084898105,82,6,0,1,1072.7844637714695,12.925114021343006,True,True,False,False,False,True,12.925114021343006,2.8275862068965516,0.20689655172413793,0,1,3033.390552733121,0.07228915662650602,0
52,26,462.094167705825,41,13,6,1,12014.448360351447,286.05829429408215,False,True,False,False,False,True,286.0582942940821,1.5185185185185186,0.48148148148148145,1,0,18244.162324978122,0.30952380952380953,0
42,2,129.89232134693373,83,14,4,1,259.78464269386745,3.0926743177841365,True,True,False,False,False,True,3.0926743177841365,27.666666666666668,4.666666666666667,0,1,7187.375114530333,0.16666666666666666,0
53,26,38.56877996345194,3,27,4,0,1002.7882790497504,250.6970697624376,False,False,False,False,True,False,250.6970697624376,0.1111111111111111,1.0,0,0,111.4209198944167,6.75,1
27,15,212.3157672502176,76,5,4,0,3184.7365087532635,41.36021439939303,False,True,False,False,True,False,41.36021439939303,4.75,0.3125,0,1,15127.498416578,0.06493506493506493,0
21,47,246.3933446376265,70,24,6,0,11580.487197968449,163.10545349251333,True,False,False,True,True,False,163.10545349251336,1.4583333333333333,0.5,1,1,16888.210497037322,0.3380281690140845,0
21,8,184.2056027645244,54,20,4,0,1473.644822116195,26.79354222029445,False,False,True,False,False,True,26.793542220294455,6.0,2.2222222222222223,0,1,8841.86893269717,0.36363636363636365,0
62,45,402.8476877550985,96,9,9,1,18128.145948979432,186.88810256679827,False,False,False,False,False,False,186.88810256679827,2.0869565217391304,0.1956521739130435,1,1,37832.65241526142,0.09278350515463918,0
64,18,468.0809008171688,80,29,2,0,8425.456214709038,104.01797795937084,False,True,False,False,False,True,104.01797795937084,4.2105263157894735,1.5263157894736843,1,1,35475.60511456437,0.35802469135802467,0
56,7,488.2607329874976,49,18,6,0,3417.825130912483,68.35650261824966,False,False,False,False,False,True,68.35650261824966,6.125,2.25,0,0,20934.17892683896,0.36,0
44,6,92.71141425437992,76,25,2,1,556.2684855262795,7.224266045795837,True,False,True,False,False,False,7.224266045795837,10.857142857142858,3.5714285714285716,0,1,6039.48641428532,0.3246753246753247,0
58,30,157.01493785593544,84,15,0,1,4710.448135678063,55.41703689033016,False,True,False,False,True,False,55.41703689033016,2.7096774193548385,0.4838709677419355,0,1,12763.794948288945,0.17647058823529413,0
38,58,182.54705344950483,78,24,1,0,10587.72910007128,134.02188734267443,False,False,False,False,False,False,134.02188734267443,1.3220338983050848,0.4067796610169492,1,1,13997.336776365419,0.3037974683544304,0
34,10,328.5456842157805,53,22,0,1,3285.456842157805,60.84179337329269,True,True,False,False,False,True,60.84179337329269,4.818181818181818,2.0,0,1,15829.928421305789,0.4074074074074074,0
57,44,416.6037100793932,5,6,6,0,18330.5632434933,3055.09387391555,False,False,True,False,True,False,3055.09387391555,0.1111111111111111,0.13333333333333333,1,0,2036.7292492770332,1.0,0
19,53,476.4958038793309,25,22,3,1,25254.27760560454,971.3183694463283,True,True,False,False,False,False,971.3183694463285,0.46296296296296297,0.4074074074074074,1,0,11691.795187779879,0.8461538461538461,0
53,22,356.8308995627767,86,2,6,1,7850.279790381088,90.23310103886308,True,False,False,False,False,True,90.23310103886308,3.739130434782609,0.08695652173913043,1,1,29353.220085772762,0.022988505747126436,0
32,33,113.41724207579128,28,11,8,1,3742.768988501112,129.06099960348664,False,False,False,False,False,False,129.0609996034866,0.8235294117647058,0.3235294117647059,0,0,3082.280343471504,0.3793103448275862,0
39,48,346.5024180481606,69,13,3,0,16632.11606631171,237.6016580901673,False,False,False,True,False,False,237.60165809016732,1.4081632653061225,0.2653061224489796,1,1,23420.73486888792,0.18571428571428572,0
36,6,138.62963361454078,48,14,7,1,831.7778016872446,16.975057177290708,False,False,False,True,False,False,16.975057177290708,6.857142857142857,2.0,0,0,5703.619211569678,0.2857142857142857,0
62,10,162.70428762830687,73,14,4,0,1627.0428762830688,21.987065895717148,False,True,False,False,False,True,21.987065895717148,6.636363636363637,1.2727272727272727,0,1,10797.648178969457,0.1891891891891892,0
68,14,412.6926966772004,18,18,5,0,5777.697753480806,304.0893554463582,True,False,True,False,False,True,304.0893554463582,1.2,1.2,0,0,6933.237304176966,0.9473684210526315,0
54,56,133.4364884525398,3,6,5,1,7472.443353342229,1868.1108383355568,False,True,False,False,False,False,1868.1108383355572,0.05263157894736842,0.10526315789473684,1,0,393.28649228116996,1.5,0
56,41,277.1031933666713,7,2,2,1,11361.230928033525,1420.1538660041904,False,True,False,False,False,False,1420.1538660041906,0.16666666666666666,0.047619047619047616,1,0,1893.5384880055874,0.25,0
19,7,354.7814082688289,86,22,6,0,2483.4698578818025,28.545630550365544,True,True,False,False,True,False,28.545630550365544,10.75,2.75,0,1,26697.300972229375,0.25287356321839083,0
29,2,207.83976150377248,58,23,0,1,415.67952300754496,7.0454156441956775,False,False,False,True,False,True,7.0454156441956775,19.333333333333332,7.666666666666667,0,1,8036.470778145868,0.3898305084745763,1
49,16,358.49070988033026,16,14,5,1,5735.851358085284,337.40302106384024,False,False,False,True,False,True,337.40302106384024,0.9411764705882353,0.8235294117647058,0,0,5398.448337021444,0.8235294117647058,0
42,21,426.5825210578663,71,19,5,0,8958.232942215192,124.419901975211,True,False,False,True,False,True,124.419901975211,3.227272727272727,0.8636363636363636,1,1,28910.660858967214,0.2638888888888889,0
23,32,217.71118285276955,91,5,6,1,6966.757851288626,75.72562881835462,False,False,True,False,False,True,75.72562881835462,2.757575757575758,0.15151515151515152,1,1,19211.36255961409,0.05434782608695652,0
22,59,82.61093817600631,11,3,7,0,4874.045352384373,406.1704460320311,True,False,False,False,False,False,406.17044603203107,0.18333333333333332,0.05,0,0,893.5749812704684,0.25,0
29,52,239.35057262144232,22,23,8,0,12446.229776315002,541.140425057174,False,False,True,False,True,False,541.140425057174,0.41509433962264153,0.4339622641509434,1,0,5166.359529791133,1.0,0
25,27,353.3801475378915,94,26,7,0,9541.263983523071,100.43435772129548,True,False,False,False,False,False,100.43435772129548,3.357142857142857,0.9285714285714286,1,1,32031.38623039888,0.2736842105263158,0
66,42,418.9410640245179,28,22,7,1,17595.524689029753,606.7422306561983,True,False,False,False,True,False,606.7422306561983,0.6511627906976745,0.5116279069767442,1,0,11457.550960298444,0.7586206896551724,0
65,56,416.6091919340389,23,4,0,1,23330.11474830618,972.0881145127574,True,False,True,False,False,True,972.0881145127574,0.40350877192982454,0.07017543859649122,1,0,9413.905951070914,0.16666666666666666,0
68,37,199.26282406050657,2,24,1,1,7372.724490238743,2457.574830079581,False,True,False,False,False,False,2457.574830079581,0.05263157894736842,0.631578947368421,1,0,388.038131065197,8.0,1
39,52,156.94290602730953,71,10,4,0,8161.031113420096,113.34765435305688,True,False,False,True,True,False,113.34765435305688,1.3396226415094339,0.18867924528301888,1,1,10932.702057600505,0.1388888888888889,0
44,7,430.3136254362502,35,17,3,1,3012.1953780537515,83.67209383482643,False,False,False,False,False,False,83.67209383482643,4.375,2.125,0,0,13178.354778985162,0.4722222222222222,0
57,24,246.7809578498949,76,11,2,0,5922.742988397476,76.91874010905813,True,False,True,False,True,False,76.91874010905813,3.04,0.44,0,1,18005.13868472833,0.14285714285714285,0
35,22,176.56882941339643,19,26,5,1,3884.514247094721,194.2257123547361,True,False,False,True,True,False,194.22571235473606,0.8260869565217391,1.1304347826086956,0,0,3208.9465519478135,1.3,0
50,18,428.3745836627274,48,5,2,0,7710.742505929093,157.3620919577366,True,True,False,False,False,True,157.3620919577366,2.526315789473684,0.2631578947368421,1,0,19479.77054129455,0.10204081632653061,0
39,28,330.0849396544155,67,18,4,0,9242.378310323636,135.91732809299464,True,True,False,False,False,False,135.91732809299467,2.310344827586207,0.6206896551724138,1,1,21353.08092385116,0.2647058823529412,1
22,54,144.08300103094973,9,4,6,0,7780.482055671286,778.0482055671285,False,False,True,False,True,False,778.0482055671285,0.16363636363636364,0.07272727272727272,1,0,1273.1697909280285,0.4,0
41,38,385.18480244292886,9,8,5,1,14637.022492831296,1463.7022492831295,False,True,False,False,False,False,1463.7022492831297,0.23076923076923078,0.20512820512820512,1,0,3377.7744214226063,0.8,0
32,33,73.86153883869099,49,5,3,0,2437.430781676803,48.748615633536055,False,False,False,False,False,False,48.748615633536055,1.4411764705882353,0.14705882352941177,0,0,3512.7678912400984,0.1,0
30,43,135.94055010366938,46,9,8,0,5845.443654457783,124.37114158420816,False,False,False,True,True,False,124.37114158420815,1.0454545454545454,0.20454545454545456,0,0,6111.145638751318,0.19148936170212766,0
45,40,324.8117917479726,70,6,8,0,12992.471669918905,182.9925587312522,True,False,False,True,False,False,182.9925587312522,1.7073170731707317,0.14634146341463414,1,1,22182.268704739592,0.08450704225352113,0
49,5,408.015051284872,23,5,1,0,2040.07525642436,85.00313568434834,True,True,False,False,True,False,85.00313568434834,3.8333333333333335,0.8333333333333334,0,0,7820.288482960047,0.20833333333333334,0
69,58,223.3727129598283,22,14,9,1,12955.617351670042,563.2877109421757,False,False,False,False,False,False,563.2877109421757,0.3728813559322034,0.23728813559322035,1,0,4830.9081650295075,0.6086956521739131,1
29,45,378.5137545706512,83,13,6,1,17033.118955679303,202.77522566284884,False,True,False,False,False,True,202.77522566284884,1.8043478260869565,0.2826086956521739,1,1,30733.67115916048,0.15476190476190477,1
20,44,124.85035759456656,79,9,8,1,5493.415734160929,68.6676966770116,False,True,False,False,False,False,68.6676966770116,1.7555555555555555,0.2,0,1,9643.99651108252,0.1125,0
46,57,303.84444310334806,37,16,8,1,17319.13325689084,455.7666646550221,True,False,False,True,True,False,455.7666646550221,0.6379310344827587,0.27586206896551724,1,0,11048.412594913121,0.42105263157894735,1
49,19,146.95657920678968,10,27,0,0,2792.175004929004,253.8340913571822,True,False,True,False,True,False,253.8340913571822,0.5,1.35,0,0,1396.087502464502,2.4545454545454546,0
49,25,287.3916476882802,48,18,0,1,7184.791192207005,146.628391677694,False,False,False,False,False,False,146.628391677694,1.8461538461538463,0.6923076923076923,1,0,13264.22989330524,0.3673469387755102,0
63,1,105.06050231419496,89,1,4,1,105.06050231419496,1.1673389146021662,False,True,False,False,True,False,1.1673389146021662,44.5,0.5,0,1,4675.192352981676,0.011111111111111112,0
57,29,338.8852599030629,54,9,2,0,9827.672537188824,178.68495522161498,False,False,False,True,False,False,178.68495522161498,1.8,0.3,1,1,17689.810566939883,0.16363636363636364,0
39,24,163.99590586578134,40,19,3,0,3935.901740778752,95.9976034336281,True,False,True,False,True,False,95.9976034336281,1.6,0.76,0,0,6297.442785246003,0.4634146341463415,0
45,35,58.8174779994109,63,8,3,1,2058.6117299793814,32.165808280927834,True,False,False,True,False,True,32.165808280927834,1.75,0.2222222222222222,0,1,3602.570527463917,0.125,0
52,11,475.9036896617615,57,17,9,1,5234.9405862793765,90.25759631516166,False,False,False,False,False,False,90.25759631516166,4.75,1.4166666666666667,0,1,24865.967784827037,0.29310344827586204,0
34,5,471.3926586858491,20,17,3,0,2356.9632934292454,112.23634730615454,False,False,True,False,False,True,112.23634730615454,3.3333333333333335,2.8333333333333335,0,0,7856.544311430818,0.8095238095238095,1
53,59,199.77735317649973,37,19,7,1,11786.863837413484,310.18062730035484,True,False,False,True,False,True,310.18062730035484,0.6166666666666667,0.31666666666666665,1,0,7268.566033071649,0.5,0
50,36,277.8179591776352,12,12,3,1,10001.446530394867,769.3420407996052,False,False,False,False,False,False,769.3420407996052,0.32432432432432434,0.32432432432432434,1,0,3243.712388236173,0.9230769230769231,1
46,17,358.6412771183059,74,25,4,0,6096.9017110112,81.29202281348266,True,False,True,False,False,False,81.29202281348266,4.111111111111111,1.3888888888888888,1,1,25065.04036749049,0.3333333333333333,0
49,20,276.1859174489987,8,27,8,0,5523.718348979974,613.7464832199971,False,True,False,False,True,False,613.7464832199971,0.38095238095238093,1.2857142857142858,0,0,2104.2736567542756,3.0,0
43,16,497.1189120385621,19,15,9,1,7953.902592616994,397.6951296308497,True,True,False,False,False,False,397.6951296308497,1.1176470588235294,0.8823529411764706,1,0,8889.655838807228,0.75,0
21,17,343.6156999725731,29,2,7,0,5841.466899533743,194.71556331779144,False,False,False,False,True,False,194.71556331779144,1.6111111111111112,0.1111111111111111,0,0,9411.252227026585,0.06666666666666667,0
22,24,100.08235252200063,2,14,9,0,2401.976460528016,800.6588201760052,True,False,True,False,True,False,800.6588201760054,0.08,0.56,0,0,192.1581168422413,4.666666666666667,0
20,10,167.25092064935953,17,26,1,0,1672.5092064935952,92.91717813853307,False,False,False,True,False,True,92.91717813853307,1.5454545454545454,2.3636363636363638,0,0,2584.7869554901017,1.4444444444444444,0
60,48,386.1706293902584,34,14,2,0,18536.1902107324,529.6054345923543,False,False,False,True,False,False,529.6054345923543,0.6938775510204082,0.2857142857142857,1,0,12861.846268671461,0.4,0
36,11,285.6283713102866,30,28,0,1,3141.912084413153,101.35200272300492,True,False,False,False,False,False,101.35200272300493,2.5,2.3333333333333335,0,0,7854.780211032882,0.9032258064516129,0
45,29,429.07353198843725,2,24,1,0,12443.13242766468,4147.71080922156,False,False,False,True,False,False,4147.710809221559,0.06666666666666667,0.8,1,0,829.542161844312,8.0,1
40,46,299.0428241275033,36,26,7,0,13755.969909865153,371.782970536896,False,False,False,False,False,True,371.782970536896,0.7659574468085106,0.5531914893617021,1,0,10536.48759053501,0.7027027027027027,0
36,37,46.7065564777773,39,11,2,1,1728.14258967776,43.203564741944,False,False,False,False,False,True,43.203564741944,1.0263157894736843,0.2894736842105263,0,0,1773.6200262482273,0.275,0
39,15,52.4263248587298,97,23,6,0,786.394872880947,8.02443747837701,True,True,False,False,True,False,8.02443747837701,6.0625,1.4375,0,1,4767.518916840741,0.23469387755102042,0
38,16,251.01255224557605,36,8,2,1,4016.2008359292167,108.54596853862748,False,False,False,True,True,False,108.54596853862748,2.1176470588235294,0.47058823529411764,0,0,8504.895887850105,0.21621621621621623,0
47,42,70.37080655741575,70,9,6,0,2955.5738754114614,41.62780106213326,True,True,False,False,False,False,41.62780106213326,1.627906976744186,0.20930232558139536,0,1,4811.39933206517,0.1267605633802817,0
58,4,50.27608368462403,5,7,1,0,201.1043347384961,33.51738912308269,True,False,False,False,True,False,33.51738912308269,1.0,1.4,0,0,201.1043347384961,1.1666666666666667,0
62,23,225.7106421467347,20,25,5,0,5191.3447693748985,247.20689377975708,True,False,True,False,False,True,247.20689377975708,0.8333333333333334,1.0416666666666667,0,0,4326.120641145749,1.1904761904761905,0
49,24,71.3242891746775,25,13,5,0,1711.78294019226,65.83780539201,True,False,True,False,True,False,65.83780539201,1.0,0.52,0,0,1711.78294019226,0.5,0
49,59,353.9073035450893,2,9,9,0,20880.53090916027,6960.17696972009,True,False,False,False,True,False,6960.17696972009,0.03333333333333333,0.15,1,0,696.0176969720089,3.0,0
23,15,20.89891708120092,1,12,3,1,313.4837562180138,156.7418781090069,False,False,False,False,True,False,156.7418781090069,0.0625,0.75,0,0,19.592734763625863,6.0,0
35,53,442.1203089269101,64,19,1,0,23432.37637312624,360.4980980480959,False,False,True,False,False,True,360.498098048096,1.1851851851851851,0.35185185185185186,1,1,27771.705331112582,0.2923076923076923,0
26,47,400.26417591456885,12,5,3,0,18812.416267984736,1447.1089436911336,False,False,False,True,False,True,1447.1089436911336,0.25,0.10416666666666667,1,0,4703.104066996184,0.38461538461538464,0
57,46,357.2669427232084,37,17,3,1,16434.279365267586,432.4810359280944,False,False,False,False,False,False,432.4810359280944,0.7872340425531915,0.3617021276595745,1,0,12937.6241811681,0.4473684210526316,0
56,13,275.8546695143627,73,18,0,1,3586.1107036867147,48.46095545522587,False,True,False,False,True,False,48.46095545522587,5.214285714285714,1.2857142857142858,0,1,18699.005812080726,0.24324324324324326,0
31,53,101.43731900322506,84,23,1,0,5376.177907170928,63.24915184906974,False,False,False,True,False,True,63.24915184906974,1.5555555555555556,0.42592592592592593,0,1,8362.943411154776,0.27058823529411763,0
49,14,255.7464971339969,55,20,3,1,3580.450959875957,63.93662428349923,True,True,False,False,True,False,63.93662428349923,3.6666666666666665,1.3333333333333333,0,1,13128.320186211842,0.35714285714285715,1
22,37,436.09931974360586,83,26,7,0,16135.674830513415,192.09136702992163,True,True,False,False,False,False,192.0913670299216,2.1842105263157894,0.6842105263157895,1,1,35243.71081401614,0.30952380952380953,0
34,7,441.6010908260418,71,10,3,0,3091.2076357822925,42.93343938586517,False,False,True,False,False,False,42.93343938586517,8.875,1.25,0,1,27434.467767567847,0.1388888888888889,0
31,59,251.81761434399948,78,15,6,1,14857.239246295969,188.06631957336668,False,False,True,False,True,False,188.06631957336668,1.3,0.25,1,1,19314.411020184758,0.189873417721519,0
36,55,381.6262951615212,12,9,1,0,20989.446233883664,1614.5727872218204,False,False,False,False,False,True,1614.5727872218204,0.21428571428571427,0.16071428571428573,1,0,4497.738478689357,0.6923076923076923,0
30,24,341.9453723393831,39,15,9,0,8206.688936145194,205.16722340362983,False,False,True,False,True,False,205.16722340362986,1.56,0.6,1,0,12802.434740386503,0.375,0
52,45,430.942505769462,48,22,7,1,19392.41275962579,395.7635257066488,True,False,True,False,False,True,395.76352570664875,1.0434782608695652,0.4782608695652174,1,0,20235.561140479083,0.4489795918367347,0
18,53,244.5622462998632,84,15,9,0,12961.799053892748,152.4917535752088,False,False,True,False,True,False,152.4917535752088,1.5555555555555556,0.2777777777777778,1,1,20162.79852827761,0.17647058823529413,0
67,34,38.23896190627623,48,5,5,0,1300.124704813392,26.53315724108963,False,False,False,True,False,True,26.533157241089636,1.3714285714285714,0.14285714285714285,0,0,1783.0281666012236,0.10204081632653061,0
41,25,51.32249078000285,13,9,4,1,1283.0622695000714,91.6473049642908,False,False,False,True,False,True,91.64730496429081,0.5,0.34615384615384615,0,0,641.5311347500357,0.6428571428571429,0
48,2,351.30117281574456,21,21,8,1,702.6023456314891,31.93647025597678,True,False,True,False,False,False,31.93647025597678,7.0,7.0,0,0,4918.216419420424,0.9545454545454546,0
30,34,407.8470795501361,6,26,9,0,13866.800704704629,1980.971529243518,False,False,True,False,False,False,1980.9715292435183,0.17142857142857143,0.7428571428571429,1,0,2377.165835092222,3.7142857142857144,1
31,55,440.6860519243688,51,5,4,0,24237.732855840284,466.11024722769776,True,True,False,False,False,True,466.11024722769776,0.9107142857142857,0.08928571428571429,1,1,22073.64956514026,0.09615384615384616,0
64,28,324.3442439872253,43,4,2,1,9081.638831642307,206.4008825373252,True,False,True,False,False,False,206.40088253732517,1.4827586206896552,0.13793103448275862,1,0,13465.878267607559,0.09090909090909091,0
59,18,352.4544528440483,45,11,3,1,6344.18015119287,137.91695980854064,False,False,False,False,True,False,137.91695980854064,2.3684210526315788,0.5789473684210527,1,0,15025.689831772586,0.2391304347826087,0
52,34,236.57859594195037,31,9,7,1,8043.672262026312,251.36475818832224,True,False,False,True,False,True,251.36475818832224,0.8857142857142857,0.2571428571428571,1,0,7124.395432080448,0.28125,0
52,1,197.27848103342947,66,1,8,1,197.27848103342947,2.944454940797455,False,False,True,False,False,False,2.944454940797455,33.0,0.5,0,1,6510.189874103173,0.014925373134328358,0
31,23,173.91906858696797,7,5,1,0,4000.138577500263,500.0173221875329,False,False,False,False,True,False,500.0173221875329,0.2916666666666667,0.20833333333333334,0,0,1166.7070851042433,0.625,0
67,47,497.36245002586816,99,3,3,1,23376.035151215805,233.76035151215805,False,False,True,False,True,False,233.76035151215805,2.0625,0.0625,1,1,48213.0724993826,0.03,1
31,40,363.83889308321375,71,11,2,0,14553.55572332855,202.1327183795632,False,True,False,False,False,True,202.13271837956322,1.7317073170731707,0.2682926829268293,1,1,25202.498935520172,0.1527777777777778,1
52,7,84.7399262758629,32,20,8,1,593.1794839310403,17.97513587669819,True,False,False,False,False,False,17.97513587669819,4.0,2.5,0,0,2372.717935724161,0.6060606060606061,0
